1  1  1  -nan  -nan  -0.0000000e+00
1  1  2  -nan  -nan  -nan
1  1  3  -nan  -nan  -nan
1  1  4  -nan  -nan  -nan
1  1  5  -nan  -nan  -nan
1  1  6  -nan  -nan  -nan
1  1  7  -nan  -nan  -nan
1  1  8  -nan  -nan  -nan
1  1  9  -nan  -nan  -nan
1  1  10  -nan  -nan  -nan
1  1  11  -nan  -nan  -nan
1  1  12  -nan  -nan  -nan
1  1  13  -nan  -nan  -nan
1  1  14  -nan  -nan  -nan
1  1  15  -nan  -nan  -nan
1  1  16  -nan  -nan  -nan
1  1  17  -nan  -nan  -nan
1  1  18  -nan  -nan  -nan
1  1  19  -nan  -nan  -nan
1  1  20  -nan  -nan  -nan
1  1  21  -nan  -nan  -nan
1  1  22  -nan  -nan  -nan
1  1  23  -nan  -nan  -nan
1  1  24  -nan  -nan  -nan
1  1  25  -nan  -nan  -nan
1  1  26  -nan  -nan  -nan
1  1  27  -nan  -nan  -nan
1  1  28  -nan  -nan  -nan
1  1  29  -nan  -nan  -nan
1  1  30  -nan  -nan  -nan
1  1  31  -nan  -nan  -nan
1  1  32  -nan  -nan  -nan
1  1  33  -nan  -nan  -nan
1  1  34  -nan  -nan  -nan
1  1  35  -nan  -nan  -nan
1  1  36  -nan  -nan  -nan
1  1  37  -nan  -nan  -nan
1  1  38  -nan  -nan  -nan
1  1  39  -nan  -nan  -nan
1  1  40  -nan  -nan  -nan
1  1  41  -nan  -nan  -nan
1  1  42  -nan  -nan  -nan
1  1  43  -nan  -nan  -nan
1  1  44  -nan  -nan  -nan
1  1  45  -nan  -nan  -nan
1  1  46  -nan  -nan  -nan
1  1  47  -nan  -nan  -nan
1  1  48  -nan  -nan  -nan
1  1  49  -nan  -nan  -nan
1  1  50  -nan  -nan  -nan
1  1  51  -nan  -nan  -nan
1  1  52  -nan  -nan  -nan
1  1  53  -nan  -nan  -nan
1  1  54  -nan  -nan  -nan
1  1  55  -nan  -nan  -nan
1  1  56  -nan  -nan  -nan
1  1  57  -nan  -nan  -nan
1  1  58  -nan  -nan  -nan
1  1  59  -nan  -nan  -nan
1  1  60  -nan  -nan  -nan
1  1  61  -nan  -nan  -nan
1  1  62  -nan  -nan  -nan
1  1  63  -nan  -nan  -nan
1  1  64  -nan  -nan  -nan
1  1  65  -nan  -nan  -nan
1  1  66  -nan  -nan  -nan
1  1  67  -nan  -nan  -nan
1  1  68  -nan  -nan  -nan
1  1  69  -nan  -nan  -nan
1  1  70  -nan  -nan  -nan
1  1  71  -nan  -nan  -nan
1  1  72  -nan  -nan  -nan
1  1  73  -nan  -nan  -nan
1  1  74  -nan  -nan  -nan
1  1  75  -nan  -nan  -nan
1  1  76  -nan  -nan  -nan
1  1  77  -nan  -nan  -nan
1  1  78  -nan  -nan  -nan
1  1  79  -nan  -nan  -nan
1  1  80  -nan  -nan  -nan
1  1  81  -nan  -nan  -nan
1  1  82  -nan  -nan  -nan
1  1  83  -nan  -nan  -nan
1  1  84  -nan  -nan  -nan
1  1  85  -nan  -nan  -nan
1  1  86  -nan  -nan  -nan
1  1  87  -nan  -nan  -nan
1  1  88  -nan  -nan  -nan
1  1  89  -nan  -nan  -nan
1  1  90  -nan  -nan  -nan
1  1  91  -nan  -nan  -nan
1  1  92  -nan  -nan  -nan
1  1  93  -nan  -nan  -nan
1  1  94  -nan  -nan  -nan
1  1  95  -nan  -nan  -nan
1  1  96  -nan  -nan  -nan
1  1  97  -nan  -nan  -nan
1  1  98  -nan  -nan  -nan
1  1  99  -nan  -nan  -nan
1  1  100  -nan  -nan  -nan
1  1  101  -nan  -nan  -nan
1  1  102  -nan  -nan  -nan
1  1  103  -nan  -nan  -nan
1  1  104  -nan  -nan  -nan
1  1  105  -nan  -nan  -nan
1  1  106  -nan  -nan  -nan
1  1  107  -nan  -nan  -nan
1  1  108  -nan  -nan  -nan
1  1  109  -nan  -nan  -nan
1  1  110  -nan  -nan  -nan
1  1  111  -nan  -nan  -nan
1  1  112  -nan  -nan  -nan
1  1  113  -nan  -nan  -nan
1  1  114  -nan  -nan  -nan
1  1  115  -nan  -nan  -nan
1  1  116  -nan  -nan  -nan
1  1  117  -nan  -nan  -nan
1  1  118  -nan  -nan  -nan
1  1  119  -nan  -nan  -nan
1  1  120  -nan  -nan  -nan
1  1  121  -nan  -nan  -nan
1  1  122  -nan  -nan  -nan
1  1  123  -nan  -nan  -nan
1  1  124  -nan  -nan  -nan
1  1  125  -nan  -nan  -nan
1  1  126  -nan  -nan  -nan
1  1  127  -nan  -nan  -nan
1  1  128  -nan  -nan  -nan
1  1  129  -nan  -nan  -nan
1  1  130  -nan  -nan  -nan
1  1  131  -nan  -nan  -nan
1  1  132  -nan  -nan  -nan
1  1  133  -nan  -nan  -nan
1  1  134  -nan  -nan  -nan
1  1  135  -nan  -nan  -nan
1  1  136  -nan  -nan  -nan
1  1  137  -nan  -nan  -nan
1  1  138  -nan  -nan  -nan
1  1  139  -nan  -nan  -nan
1  1  140  -nan  -nan  -nan
1  1  141  -nan  -nan  -nan
1  1  142  -nan  -nan  -nan
1  1  143  -nan  -nan  -nan
1  1  144  -nan  -nan  -nan
1  1  145  -nan  -nan  -nan
1  1  146  -nan  -nan  -nan
1  1  147  -nan  -nan  -nan
1  1  148  -nan  -nan  -nan
1  1  149  -nan  -nan  -nan
1  1  150  -nan  -nan  -nan
1  1  151  -nan  -nan  -nan
1  1  152  -nan  -nan  -nan
1  1  153  -nan  -nan  -nan
1  1  154  -nan  -nan  -nan
1  1  155  -nan  -nan  -nan
1  1  156  -nan  -nan  -nan
1  1  157  -nan  -nan  -nan
1  1  158  -nan  -nan  -nan
1  1  159  -nan  -nan  -nan
1  1  160  -nan  -nan  -nan
1  1  161  -nan  -nan  -nan
1  1  162  -nan  -nan  -nan
1  1  163  -nan  -nan  -nan
1  1  164  -nan  -nan  -nan
1  1  165  -nan  -nan  -nan
1  1  166  -nan  -nan  -nan
1  1  167  -nan  -nan  -nan
1  1  168  -nan  -nan  -nan
1  1  169  -nan  -nan  -nan
1  1  170  -nan  -nan  -nan
1  1  171  -nan  -nan  -nan
1  1  172  -nan  -nan  -nan
1  1  173  -nan  -nan  -nan
1  1  174  -nan  -nan  -nan
1  1  175  -nan  -nan  -nan
1  1  176  -nan  -nan  -nan
1  1  177  -nan  -nan  -nan
1  1  178  -nan  -nan  -nan
1  1  179  -nan  -nan  -nan
1  1  180  -nan  -nan  -nan
1  1  181  -nan  -nan  -nan
1  1  182  -nan  -nan  -nan
1  1  183  -nan  -nan  -nan
1  1  184  -nan  -nan  -nan
1  1  185  -nan  -nan  -nan
1  1  186  -nan  -nan  -nan
1  1  187  -nan  -nan  -nan
1  1  188  -nan  -nan  -nan
1  1  189  -nan  -nan  -nan
1  1  190  -nan  -nan  -nan
1  1  191  -nan  -nan  -nan
1  1  192  -nan  -nan  -nan
1  1  193  -nan  -nan  -nan
1  1  194  -nan  -nan  -nan
1  1  195  -nan  -nan  -nan
1  1  196  -nan  -nan  -nan
1  1  197  -nan  -nan  -nan
1  1  198  -nan  -nan  -nan
1  1  199  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  200  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  201  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  202  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  203  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  204  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  205  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  206  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  207  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  208  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  209  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  210  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  211  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  212  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  213  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  214  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  215  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  216  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  217  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  218  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  219  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
1  1  220  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00
